purchase_id,customer_id,product_id,purchased_at,quantity,rating,review,is_holdout
O0357,C071,P156,2026-01-05,1,5,두 통째 쓰는 중이에요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다. 카톡 아이디 seoyeon24 입니다.,0
O0358,C071,P117,2026-06-02,1,5,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요.,0
O0359,C071,P185,2026-06-15,1,4,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,1
O0360,C072,P107,2025-08-18,1,5,재구매입니다. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0361,C072,P110,2025-09-27,1,2,저랑은 안 맞았어요. 생각보다 끈적여서 아침엔 못 쓰겠어요. 재고 문의는 010 4034 6949 로 부탁드려요.,0
O0362,C072,P095,2026-01-16,1,3,나쁘진 않은데 특별하진 않네요. 향이 세지 않아서 좋아요.,0
O0363,C072,P094,2026-03-23,1,5,친구가 좋다고 해서 샀는데 만족해요. 산뜻한 제형이라 아침에 쓰기 좋아요. 서울 사는 박보민입니다. 배송 빨랐어요.,1
O0364,C073,P191,2025-09-13,1,5,친구가 좋다고 해서 샀는데 만족해요. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0365,C073,P162,2025-11-21,1,5,두 통째 쓰는 중이에요. 복합성인데 자극 없이 잘 썼어요.,0
O0366,C073,P080,2026-02-22,1,4,재구매입니다. 탱탱한 느낌이 오래간다는 게 느껴져요.,0
O0367,C073,P101,2026-04-01,2,2,환불 고민 중입니다. 향이 저한테는 좀 강했어요.,0
O0368,C073,P063,2026-06-10,1,5,재구매입니다. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0369,C073,P117,2026-07-06,1,2,환불 고민 중입니다. 향이 저한테는 좀 강했어요.,1
O0370,C074,P008,2025-12-24,1,1,다음엔 다른 거 살 것 같아요. 용량 대비 가격이 아쉬워요.,0
O0371,C074,P117,2026-04-04,1,2,다음엔 다른 거 살 것 같아요. 용량 대비 가격이 아쉬워요.,0
O0372,C074,P078,2026-05-06,1,4,두 통째 쓰는 중이에요. 중성인데 자극 없이 잘 썼어요.,0
O0373,C074,P142,2026-05-16,1,4,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요. 저는 조소율인데 벌써 세 번째 재구매예요.,1
O0374,C075,P051,2025-08-16,1,5,샘플 써보고 본품 구매했어요. 지성인데 자극 없이 잘 썼어요.,0
O0375,C075,P185,2025-10-04,1,4,두 통째 쓰는 중이에요. 알로에 들어간 거 찾다가 샀는데 만족합니다. 장다은 언니가 쓰는 거 보고 따라 샀습니다.,0
O0376,C075,P142,2025-12-29,1,3,나쁘진 않은데 특별하진 않네요. 어성초 들어간 거 찾다가 샀는데 만족합니다. 공구 원하시면 01072106668 연락주세요.,0
O0377,C075,P042,2026-01-03,1,3,가격 생각하면 이 정도는 하는 것 같아요. 지성인데 자극 없이 잘 썼어요.,0
O0378,C075,P082,2026-06-07,1,2,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요.,1
O0379,C076,P088,2025-11-10,1,4,두 통째 쓰는 중이에요. 어성초 들어간 거 찾다가 샀는데 만족합니다.,0
O0380,C076,P182,2026-01-18,1,3,무난해요. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0381,C076,P158,2026-01-30,1,5,고민하다 샀는데 잘 산 것 같아요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 저는 권우진인데 벌써 세 번째 재구매예요.,0
O0382,C076,P170,2026-03-24,1,2,다음엔 다른 거 살 것 같아요. 복합성이라 그런지 발랐더니 조금 따가웠어요.,1
O0383,C077,P068,2025-12-30,1,3,가격 생각하면 이 정도는 하는 것 같아요. 향이 세지 않아서 좋아요.,0
O0384,C077,P038,2026-05-14,1,5,샘플 써보고 본품 구매했어요. 건성인데 자극 없이 잘 썼어요. 성남 사는 한서연입니다. 배송 빨랐어요.,0
O0385,C077,P080,2026-06-26,2,4,재구매입니다. 건성인데 자극 없이 잘 썼어요. 오태윤님이 추천해줘서 샀어요.,1
O0386,C078,P096,2025-12-27,2,5,친구가 좋다고 해서 샀는데 만족해요. 레티놀 들어간 거 찾다가 샀는데 만족합니다.,0
O0387,C078,P158,2026-01-06,1,5,재구매입니다. 향이 세지 않아서 좋아요. 궁금하신 분은 010-5489-5450으로 문자주세요.,0
O0388,C078,P128,2026-03-04,1,1,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0389,C078,P017,2026-06-16,1,1,광고를 너무 믿었나 봐요. 생각보다 끈적여서 아침엔 못 쓰겠어요. 궁금하신 분은 010-5489-5450으로 문자주세요.,0
O0390,C078,P032,2026-07-06,1,5,고민하다 샀는데 잘 산 것 같아요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요. 천안 사는 최정우입니다. 배송 빨랐어요.,0
O0391,C078,P155,2026-07-19,1,5,두 통째 쓰는 중이에요. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,1
O0392,C079,P193,2025-09-17,2,4,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요. 대전 사는 정혜원입니다. 배송 빨랐어요.,0
O0393,C079,P139,2025-11-14,1,1,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요.,0
O0394,C079,P104,2026-01-29,1,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요.,0
O0395,C079,P053,2026-02-16,1,4,두 통째 쓰는 중이에요. 민감성인데 자극 없이 잘 썼어요.,0
O0396,C079,P047,2026-02-28,1,4,"친구가 좋다고 해서 샀는데 만족해요. 올라오던 게 덜하다는 게 느껴져요. 정혜원이라고 하고요, 매장 직원분이 친절했어요.",0
O0397,C079,P089,2026-05-12,1,4,친구가 좋다고 해서 샀는데 만족해요. 눈가가 덜 접힌다는 게 느껴져요. 저는 정혜원인데 벌써 세 번째 재구매예요.,1
O0398,C080,P146,2025-12-14,1,1,다음엔 다른 거 살 것 같아요. 붉은 기가 빨리 가라앉는다는 잘 모르겠어요. 재고 문의는 010 2039 7938 로 부탁드려요.,0
O0399,C080,P180,2025-12-28,1,5,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요.,0
O0400,C080,P143,2025-12-30,1,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요. 공구 원하시면 01020397938 연락주세요.,0
O0401,C080,P102,2026-03-07,1,4,샘플 써보고 본품 구매했어요. 겉돌던 게 없어졌다는 게 느껴져요.,0
O0402,C080,P192,2026-05-07,1,3,무난해요. 복합성인데 자극 없이 잘 썼어요.,1
O0403,C081,P182,2025-09-13,1,5,재구매입니다. 향이 세지 않아서 좋아요. 재고 문의는 010 6717 9113 로 부탁드려요.,0
O0404,C081,P092,2026-03-08,1,4,샘플 써보고 본품 구매했어요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,0
O0405,C081,P149,2026-05-16,2,5,두 통째 쓰는 중이에요. 쌀겨 들어간 거 찾다가 샀는데 만족합니다.,0
O0406,C081,P085,2026-06-07,1,2,저랑은 안 맞았어요. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0407,C081,P176,2026-06-20,1,1,다음엔 다른 거 살 것 같아요. 생각보다 끈적여서 아침엔 못 쓰겠어요. 저는 박예린인데 벌써 세 번째 재구매예요.,0
O0408,C081,P123,2026-08-02,1,3,기대가 컸나 봐요. 녹차 들어간 거 찾다가 샀는데 만족합니다.,0
O0409,C081,P170,2026-08-06,1,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요.,1
O0410,C082,P087,2026-03-06,1,5,친구가 좋다고 해서 샀는데 만족해요. 붉은 기가 빨리 가라앉는다는 게 느껴져요.,0
O0411,C082,P034,2026-03-21,1,5,친구가 좋다고 해서 샀는데 만족해요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0412,C082,P122,2026-07-03,2,5,재구매입니다. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 저는 송유진인데 벌써 세 번째 재구매예요.,1
O0413,C083,P064,2025-07-20,1,5,친구가 좋다고 해서 샀는데 만족해요. 겉돌던 게 없어졌다는 게 느껴져요.,0
O0414,C083,P109,2025-09-16,1,2,저랑은 안 맞았어요. 얼굴이 한 톤 밝아 보인다는 잘 모르겠어요.,0
O0415,C083,P008,2025-12-08,1,4,재구매입니다. 나이아신아마이드 들어간 거 찾다가 샀는데 만족합니다.,0
O0416,C083,P198,2025-12-22,1,4,친구가 좋다고 해서 샀는데 만족해요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0417,C083,P144,2026-02-27,1,1,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요.,0
O0418,C083,P096,2026-04-15,1,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요.,0
O0419,C083,P046,2026-06-03,1,5,친구가 좋다고 해서 샀는데 만족해요. 나이아신아마이드 들어간 거 찾다가 샀는데 만족합니다.,0
O0420,C083,P037,2026-07-11,1,5,고민하다 샀는데 잘 산 것 같아요. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0421,C083,P160,2026-07-24,1,1,다음엔 다른 거 살 것 같아요. 겉돌던 게 없어졌다는 잘 모르겠어요.,1
O0422,C084,P024,2025-09-14,1,5,두 통째 쓰는 중이에요. 향이 세지 않아서 좋아요.,0
O0423,C084,P110,2025-11-09,1,4,샘플 써보고 본품 구매했어요. 올라오던 게 덜하다는 게 느껴져요.,0
O0424,C084,P180,2026-01-31,1,4,재구매입니다. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,0
O0425,C084,P069,2026-02-22,1,4,재구매입니다. 향이 세지 않아서 좋아요.,0
O0426,C084,P142,2026-07-01,1,4,재구매입니다. 올라오던 게 덜하다는 게 느껴져요.,1
O0427,C085,P149,2026-01-30,1,5,재구매입니다. 건성인데 자극 없이 잘 썼어요. 성남 행신동 사는데 근처 매장에도 있더라고요.,0
O0428,C085,P187,2026-04-07,1,4,재구매입니다. 가볍게 스미는 제형이라 아침에 쓰기 좋아요.,0
O0429,C085,P105,2026-05-08,1,5,재구매입니다. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요. 재고 문의는 010 6678 4018 로 부탁드려요.,1
O0430,C086,P088,2026-02-05,1,3,가격 생각하면 이 정도는 하는 것 같아요. 속건조가 덜하다는 게 느껴져요.,0
O0431,C086,P071,2026-02-21,1,5,고민하다 샀는데 잘 산 것 같아요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다. 성남 수성동 사는데 근처 매장에도 있더라고요.,0
O0432,C086,P115,2026-04-09,1,4,두 통째 쓰는 중이에요. 중성인데 자극 없이 잘 썼어요.,1
O0433,C087,P080,2025-07-23,1,5,재구매입니다. 산뜻한 제형이라 아침에 쓰기 좋아요.,0
O0434,C087,P093,2025-07-31,1,1,광고를 너무 믿었나 봐요. 향이 저한테는 좀 강했어요. 황지아님이 추천해줘서 샀어요.,0
O0435,C087,P118,2025-09-24,1,5,재구매입니다. 민감성인데 자극 없이 잘 썼어요.,0
O0436,C087,P195,2025-09-26,1,5,친구가 좋다고 해서 샀는데 만족해요. 젤 같은 제형이라 아침에 쓰기 좋아요. 궁금하신 분은 010-8560-4176으로 문자주세요.,0
O0437,C087,P191,2025-11-10,1,4,재구매입니다. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요.,0
O0438,C087,P050,2026-01-28,1,5,재구매입니다. 향이 세지 않아서 좋아요. 저는 황은수인데 벌써 세 번째 재구매예요.,1
O0439,C088,P084,2025-10-14,1,3,무난해요. 복합성인데 자극 없이 잘 썼어요.,0
O0440,C088,P197,2025-10-14,1,4,두 통째 쓰는 중이에요. 복합성인데 자극 없이 잘 썼어요.,0
O0441,C088,P053,2025-10-22,1,5,"고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 임하윤이라고 하고요, 매장 직원분이 친절했어요.",0
O0442,C088,P066,2026-01-18,1,5,재구매입니다. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다.,0
O0443,C088,P180,2026-02-12,1,5,두 통째 쓰는 중이에요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다. 카톡 아이디 jihoon47 입니다.,0
O0444,C088,P023,2026-02-18,1,4,샘플 써보고 본품 구매했어요. 복합성인데 자극 없이 잘 썼어요. 저는 임하윤인데 벌써 세 번째 재구매예요.,0
O0445,C088,P183,2026-05-03,1,5,재구매입니다. 알로에 들어간 거 찾다가 샀는데 만족합니다.,0
O0446,C088,P174,2026-06-02,1,2,광고를 너무 믿었나 봐요. 눈가가 덜 접힌다는 잘 모르겠어요. 재고 문의는 010 4860 8868 로 부탁드려요.,1
O0447,C089,P009,2025-07-13,1,5,재구매입니다. 민감성인데 자극 없이 잘 썼어요.,0
O0448,C089,P064,2025-08-25,1,4,두 통째 쓰는 중이에요. 겉돌던 게 없어졌다는 게 느껴져요.,0
O0449,C089,P043,2025-09-02,2,5,"재구매입니다. 민감성인데 자극 없이 잘 썼어요. 최도현이라고 하고요, 매장 직원분이 친절했어요.",0
O0450,C089,P011,2025-09-13,1,2,다음엔 다른 거 살 것 같아요. 민감성이라 그런지 발랐더니 조금 따가웠어요. 안예린님이 추천해줘서 샀어요.,0
O0451,C089,P136,2026-04-05,1,4,고민하다 샀는데 잘 산 것 같아요. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0452,C089,P165,2026-04-06,1,3,가격 생각하면 이 정도는 하는 것 같아요. 산뜻한 제형이라 아침에 쓰기 좋아요.,0
O0453,C089,P162,2026-06-10,1,2,저랑은 안 맞았어요. 눈가가 덜 접힌다는 잘 모르겠어요.,0
O0454,C089,P003,2026-06-26,1,5,재구매입니다. 향이 세지 않아서 좋아요.,1
O0455,C090,P118,2025-08-08,1,4,샘플 써보고 본품 구매했어요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요.,0
O0456,C090,P137,2025-09-20,1,3,가격 생각하면 이 정도는 하는 것 같아요. 지성인데 자극 없이 잘 썼어요. 공구 원하시면 01031299386 연락주세요.,0
O0457,C090,P096,2025-12-05,1,5,두 통째 쓰는 중이에요. 레티놀 들어간 거 찾다가 샀는데 만족합니다.,0
O0458,C090,P197,2026-02-28,1,4,"고민하다 샀는데 잘 산 것 같아요. 알로에 들어간 거 찾다가 샀는데 만족합니다. 안예린이라고 하고요, 매장 직원분이 친절했어요.",1
O0459,C091,P115,2025-09-06,2,4,샘플 써보고 본품 구매했어요. 비타민C 들어간 거 찾다가 샀는데 만족합니다. 서울 행신동 사는데 근처 매장에도 있더라고요.,0
O0460,C091,P062,2026-03-31,1,3,기대가 컸나 봐요. 향이 세지 않아서 좋아요. 샘플 문의는 miyeon7@example.com 로 주세요.,0
O0461,C091,P096,2026-07-14,1,4,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요.,1
O0462,C092,P120,2025-10-25,1,4,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0463,C092,P147,2025-12-18,1,5,샘플 써보고 본품 구매했어요. 올라오던 게 덜하다는 게 느껴져요.,0
O0464,C092,P149,2026-04-16,2,4,재구매입니다. 쌀겨 들어간 거 찾다가 샀는데 만족합니다. 저는 오도현인데 벌써 세 번째 재구매예요.,0
O0465,C092,P051,2026-05-15,1,4,친구가 좋다고 해서 샀는데 만족해요. 복합성인데 자극 없이 잘 썼어요.,0
O0466,C092,P183,2026-07-23,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,1
O0467,C093,P073,2025-07-26,1,5,친구가 좋다고 해서 샀는데 만족해요. 어성초 들어간 거 찾다가 샀는데 만족합니다. 카톡 아이디 junseo90 입니다.,0
O0468,C093,P131,2026-03-27,1,4,재구매입니다. 향이 세지 않아서 좋아요. 재고 문의는 010 4496 6091 로 부탁드려요.,0
O0469,C093,P187,2026-05-15,1,4,두 통째 쓰는 중이에요. 건성인데 자극 없이 잘 썼어요. 성남 사는 장예지입니다. 배송 빨랐어요.,0
O0470,C093,P106,2026-06-06,1,4,재구매입니다. 세라마이드 들어간 거 찾다가 샀는데 만족합니다.,1
O0471,C094,P045,2025-07-29,1,4,친구가 좋다고 해서 샀는데 만족해요. 비타민C 들어간 거 찾다가 샀는데 만족합니다.,0
O0472,C094,P011,2025-11-08,1,1,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요. 궁금하신 분은 010-4676-7281으로 문자주세요.,0
O0473,C094,P024,2025-12-30,1,4,고민하다 샀는데 잘 산 것 같아요. 레티놀 들어간 거 찾다가 샀는데 만족합니다. 재고 문의는 010 4676 7281 로 부탁드려요.,0
O0474,C094,P177,2026-02-27,3,5,친구가 좋다고 해서 샀는데 만족해요. 겉돌던 게 없어졌다는 게 느껴져요.,0
O0475,C094,P040,2026-05-13,1,5,샘플 써보고 본품 구매했어요. 병풀 들어간 거 찾다가 샀는데 만족합니다.,0
O0476,C094,P107,2026-07-19,1,5,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요.,1
O0477,C095,P039,2025-10-10,2,2,저랑은 안 맞았어요. 민감성이라 그런지 발랐더니 조금 따가웠어요.,0
O0478,C095,P053,2025-10-27,1,3,가격 생각하면 이 정도는 하는 것 같아요. 민감성인데 자극 없이 잘 썼어요.,0
O0479,C095,P179,2026-02-06,1,2,저랑은 안 맞았어요. 향이 저한테는 좀 강했어요. 성남 사는 장예지입니다. 배송 빨랐어요.,0
O0480,C095,P180,2026-05-16,1,4,샘플 써보고 본품 구매했어요. 콜라겐 들어간 거 찾다가 샀는데 만족합니다.,0
O0481,C095,P006,2026-06-08,3,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,0
O0482,C095,P071,2026-06-20,1,5,재구매입니다. 향이 세지 않아서 좋아요. 재고 문의는 010 7684 3885 로 부탁드려요.,1
O0483,C096,P058,2025-08-19,2,4,재구매입니다. 눈가가 덜 접힌다는 게 느껴져요. 재고 문의는 010 8495 1422 로 부탁드려요.,0
O0484,C096,P075,2026-02-25,1,5,고민하다 샀는데 잘 산 것 같아요. 프로폴리스 들어간 거 찾다가 샀는데 만족합니다. 신나은님이 추천해줘서 샀어요.,1
O0485,C097,P081,2025-10-14,1,4,샘플 써보고 본품 구매했어요. 산뜻한 제형이라 아침에 쓰기 좋아요. 저는 장하윤인데 벌써 세 번째 재구매예요.,0
O0486,C097,P051,2025-11-29,1,5,두 통째 쓰는 중이에요. 결이 정돈된 느낌이 든다는 게 느껴져요.,0
O0487,C097,P053,2025-12-25,1,5,샘플 써보고 본품 구매했어요. 복합성인데 자극 없이 잘 썼어요. 샘플 문의는 hayoon56@example.com 로 주세요.,0
O0488,C097,P185,2026-01-11,1,4,친구가 좋다고 해서 샀는데 만족해요. 알로에 들어간 거 찾다가 샀는데 만족합니다. 부산 구월동 사는데 근처 매장에도 있더라고요.,1
O0489,C098,P142,2025-10-30,1,4,"샘플 써보고 본품 구매했어요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 권재민이라고 하고요, 매장 직원분이 친절했어요.",0
O0490,C098,P019,2025-11-09,1,5,고민하다 샀는데 잘 산 것 같아요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,0
O0491,C098,P190,2025-12-29,1,5,재구매입니다. 향이 세지 않아서 좋아요. 저는 권재민인데 벌써 세 번째 재구매예요.,0
O0492,C098,P179,2026-02-21,1,5,고민하다 샀는데 잘 산 것 같아요. 약산성 아미노산 들어간 거 찾다가 샀는데 만족합니다.,1
O0493,C099,P108,2025-08-27,1,4,"샘플 써보고 본품 구매했어요. 눈가가 덜 접힌다는 게 느껴져요. 이다은이라고 하고요, 매장 직원분이 친절했어요.",0
O0494,C099,P062,2025-08-30,1,5,고민하다 샀는데 잘 산 것 같아요. 얼굴이 한 톤 밝아 보인다는 게 느껴져요. 카톡 아이디 junseo25 입니다.,0
O0495,C099,P114,2025-09-11,1,5,재구매입니다. 병풀 들어간 거 찾다가 샀는데 만족합니다.,0
O0496,C099,P046,2026-02-19,1,2,광고를 너무 믿었나 봐요. 향이 저한테는 좀 강했어요.,0
O0497,C099,P194,2026-06-20,3,5,재구매입니다. 지성인데 자극 없이 잘 썼어요.,0
O0498,C099,P170,2026-06-23,1,4,재구매입니다. 물처럼 묽은 제형이라 아침에 쓰기 좋아요.,0
O0499,C099,P043,2026-07-23,1,5,샘플 써보고 본품 구매했어요. 향이 세지 않아서 좋아요.,1
O0500,C100,P078,2025-07-25,1,4,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 카톡 아이디 yujin56 입니다.,0
O0501,C100,P093,2025-12-04,1,1,환불 고민 중입니다. 향이 저한테는 좀 강했어요. 대전 사는 권민준입니다. 배송 빨랐어요.,0
O0502,C100,P066,2026-01-17,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요.,0
O0503,C100,P121,2026-07-21,1,5,고민하다 샀는데 잘 산 것 같아요. 속건조가 덜하다는 게 느껴져요.,1
O0504,C101,P148,2025-07-07,1,5,두 통째 쓰는 중이에요. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0505,C101,P153,2025-08-01,1,2,광고를 너무 믿었나 봐요. 용량 대비 가격이 아쉬워요. 부산 수지구 사는데 근처 매장에도 있더라고요.,0
O0506,C101,P096,2025-08-30,1,1,다음엔 다른 거 살 것 같아요. 향이 저한테는 좀 강했어요.,0
O0507,C101,P001,2025-09-13,1,4,재구매입니다. 젤 같은 제형이라 아침에 쓰기 좋아요.,0
O0508,C101,P172,2025-10-30,1,1,저랑은 안 맞았어요. 향이 저한테는 좀 강했어요. 재고 문의는 010 5387 7372 로 부탁드려요.,0
O0509,C101,P131,2025-11-17,1,5,샘플 써보고 본품 구매했어요. 지성인데 자극 없이 잘 썼어요.,0
O0510,C101,P078,2026-04-25,1,4,재구매입니다. 향이 세지 않아서 좋아요.,0
O0511,C101,P155,2026-04-29,1,5,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요.,0
O0512,C101,P097,2026-05-12,2,5,샘플 써보고 본품 구매했어요. 물처럼 묽은 제형이라 아침에 쓰기 좋아요. 임태윤님이 추천해줘서 샀어요.,1
O0513,C102,P140,2025-09-04,1,3,나쁘진 않은데 특별하진 않네요. 히알루론산 들어간 거 찾다가 샀는데 만족합니다.,0
O0514,C102,P083,2025-11-16,1,5,고민하다 샀는데 잘 산 것 같아요. 탱탱한 느낌이 오래간다는 게 느껴져요. 저는 신보민인데 벌써 세 번째 재구매예요.,0
O0515,C102,P075,2026-07-07,1,5,재구매입니다. 향이 세지 않아서 좋아요. 샘플 문의는 bomin23@example.com 로 주세요.,1
O0516,C103,P123,2026-02-01,1,4,재구매입니다. 향이 세지 않아서 좋아요.,0
O0517,C103,P048,2026-02-13,2,3,나쁘진 않은데 특별하진 않네요. 복합성인데 자극 없이 잘 썼어요.,0
O0518,C103,P162,2026-05-13,2,4,친구가 좋다고 해서 샀는데 만족해요. 복합성인데 자극 없이 잘 썼어요.,1
O0519,C104,P061,2025-07-16,1,5,샘플 써보고 본품 구매했어요. 눈가가 덜 접힌다는 게 느껴져요.,0
O0520,C104,P044,2025-12-22,1,5,친구가 좋다고 해서 샀는데 만족해요. 탱탱한 느낌이 오래간다는 게 느껴져요.,0
O0521,C104,P199,2026-03-19,1,3,무난해요. 탱탱한 느낌이 오래간다는 게 느껴져요.,0
O0522,C104,P197,2026-06-19,1,5,재구매입니다. 눈가가 덜 접힌다는 게 느껴져요. 저는 이지아인데 벌써 세 번째 재구매예요.,0
O0523,C104,P056,2026-07-22,1,4,재구매입니다. 향이 세지 않아서 좋아요.,1
O0524,C105,P128,2025-09-12,1,4,재구매입니다. 민감성인데 자극 없이 잘 썼어요.,0
O0525,C105,P141,2026-03-22,1,4,두 통째 쓰는 중이에요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0526,C105,P183,2026-06-05,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 공구 원하시면 01028324775 연락주세요.,1
O0527,C106,P121,2025-08-09,1,4,"고민하다 샀는데 잘 산 것 같아요. 속건조가 덜하다는 게 느껴져요. 안미연이라고 하고요, 매장 직원분이 친절했어요.",0
O0528,C106,P102,2025-11-17,1,4,샘플 써보고 본품 구매했어요. 지성인데 자극 없이 잘 썼어요. 샘플 문의는 miyeon37@example.com 로 주세요.,0
O0529,C106,P041,2025-12-22,1,5,고민하다 샀는데 잘 산 것 같아요. 지성인데 자극 없이 잘 썼어요.,0
O0530,C106,P194,2026-01-11,1,5,두 통째 쓰는 중이에요. 촉촉하게 감싸는 제형이라 아침에 쓰기 좋아요. 저는 안미연인데 벌써 세 번째 재구매예요.,0
O0531,C106,P013,2026-08-03,1,5,두 통째 쓰는 중이에요. 비타민C 들어간 거 찾다가 샀는데 만족합니다.,0
O0532,C106,P103,2026-08-04,1,4,친구가 좋다고 해서 샀는데 만족해요. 비타민C 들어간 거 찾다가 샀는데 만족합니다.,1
O0533,C107,P152,2025-08-05,1,2,저랑은 안 맞았어요. 용량 대비 가격이 아쉬워요. 광주 사는 신미연입니다. 배송 빨랐어요.,0
O0534,C107,P123,2025-12-04,1,5,친구가 좋다고 해서 샀는데 만족해요. 붉은 기가 빨리 가라앉는다는 게 느껴져요.,0
O0535,C107,P121,2026-01-07,1,3,무난해요. 지성인데 자극 없이 잘 썼어요.,0
O0536,C107,P039,2026-01-23,3,3,가격 생각하면 이 정도는 하는 것 같아요. 눈가가 덜 접힌다는 게 느껴져요. 광주 사는 신미연입니다. 배송 빨랐어요.,0
O0537,C107,P078,2026-01-30,1,5,고민하다 샀는데 잘 산 것 같아요. 향이 세지 않아서 좋아요. 궁금하신 분은 010-2842-3735으로 문자주세요.,0
O0538,C107,P144,2026-02-09,1,3,나쁘진 않은데 특별하진 않네요. 가볍게 스미는 제형이라 아침에 쓰기 좋아요. 장혜원님이 추천해줘서 샀어요.,0
O0539,C107,P034,2026-04-30,1,3,무난해요. 향이 세지 않아서 좋아요. 광주 구월동 사는데 근처 매장에도 있더라고요.,0
O0540,C107,P096,2026-05-09,1,4,재구매입니다. 지성인데 자극 없이 잘 썼어요.,1
O0541,C108,P010,2025-11-03,1,1,저랑은 안 맞았어요. 중성이라 그런지 발랐더니 조금 따가웠어요.,0
O0542,C108,P028,2025-12-17,1,4,고민하다 샀는데 잘 산 것 같아요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
O0543,C108,P054,2025-12-23,3,5,샘플 써보고 본품 구매했어요. 중성인데 자극 없이 잘 썼어요. 한지훈님이 추천해줘서 샀어요.,0
O0544,C108,P035,2026-04-21,1,3,가격 생각하면 이 정도는 하는 것 같아요. 중성인데 자극 없이 잘 썼어요. 궁금하신 분은 010-7781-6004으로 문자주세요.,0
O0545,C108,P199,2026-05-21,1,5,친구가 좋다고 해서 샀는데 만족해요. 향이 세지 않아서 좋아요. 송예린님이 추천해줘서 샀어요.,0
O0546,C108,P012,2026-07-12,1,5,두 통째 쓰는 중이에요. 비타민C 들어간 거 찾다가 샀는데 만족합니다.,1
O0547,C109,P169,2026-02-23,1,4,친구가 좋다고 해서 샀는데 만족해요. 녹차 들어간 거 찾다가 샀는데 만족합니다.,0
O0548,C109,P124,2026-07-25,1,1,환불 고민 중입니다. 생각보다 끈적여서 아침엔 못 쓰겠어요.,0
O0549,C109,P126,2026-08-03,1,5,친구가 좋다고 해서 샀는데 만족해요. 판테놀 들어간 거 찾다가 샀는데 만족합니다. 카톡 아이디 eunsu95 입니다.,1
O0550,C110,P085,2026-05-05,1,5,샘플 써보고 본품 구매했어요. 꾸덕한 제형이라 아침에 쓰기 좋아요.,0
