product_id,name,brand,category,price,volume,skin_type,ingredient,concern,tags,description
P069,판테놀 포어 로션,모이스트랩,로션,56700,100ml,건성,판테놀,모공,"여행용,남성용","붉은 기를 달래주는 판테놀 성분을 담은 로션입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 모공 고민이 있을 때 결이 정돈된 느낌이 든다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P070,약산성 아미노산 필링 마스크팩,그린포레,마스크팩,22900,30매,복합성,약산성 아미노산,각질,"비건,대용량,선물용","당김 없이 씻어내는 약산성 아미노산 성분을 담은 마스크팩입니다. 물처럼 묽은 제형으로 복합성에 맞게 설계했고, 옅은 시트러스 향입니다. 각질 고민이 있을 때 겉돌던 게 없어졌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P071,약산성 아미노산 시카 클렌징오일,미니멀스킨,클렌징오일,48900,200ml,모든 피부,약산성 아미노산,진정,가성비,"당김 없이 씻어내는 약산성 아미노산 성분을 담은 클렌징오일입니다. 젤 같은 제형으로 모든 피부에 맞게 설계했고, 옅은 시트러스 향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P072,판테놀 수분 토너,그린포레,토너,26500,300ml,건성,판테놀,수분,"저자극,가성비,선물용","붉은 기를 달래주는 판테놀 성분을 담은 토너입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 은은한 허브 향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P073,어성초 링클 미스트,미니멀스킨,미스트,16700,100ml,지성,어성초,주름,"대용량,선물용","열감을 식혀주는 어성초 성분을 담은 미스트입니다. 산뜻한 제형으로 지성에 맞게 설계했고, 옅은 시트러스 향입니다. 주름 고민이 있을 때 눈가가 덜 접힌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P074,레티놀 트러블 마스크팩,포레스트힐,마스크팩,20000,10매,건성,레티놀,트러블,"여행용,임산부,선물용","잔주름 관리에 쓰는 레티놀 성분을 담은 마스크팩입니다. 촉촉하게 감싸는 제형으로 건성에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P075,프로폴리스 트러블 미스트,미니멀스킨,미스트,18200,100ml,모든 피부,프로폴리스,트러블,"선물용,가성비","영양을 채워주는 프로폴리스 성분을 담은 미스트입니다. 촉촉하게 감싸는 제형으로 모든 피부에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P076,판테놀 브라이트닝 에센스,바른결,에센스,60200,100ml,복합성,판테놀,미백,"비건,대용량","붉은 기를 달래주는 판테놀 성분을 담은 에센스입니다. 산뜻한 제형으로 복합성에 맞게 설계했고, 은은한 허브 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P077,쌀겨 브라이트닝 미스트,허브노트,미스트,30500,100ml,복합성,쌀겨,미백,"비건,선물용","묵은 각질을 부드럽게 녹이는 쌀겨 성분을 담은 미스트입니다. 꾸덕한 제형으로 복합성에 맞게 설계했고, 은은한 허브 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P078,병풀 브라이트닝 로션,허브노트,로션,28800,100ml,모든 피부,병풀,미백,"비건,선물용","예민해진 피부를 진정시키는 병풀 성분을 담은 로션입니다. 산뜻한 제형으로 모든 피부에 맞게 설계했고, 무향에 가까운 순한 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P079,판테놀 트러블 앰플,모이스트랩,앰플,69100,30ml,복합성,판테놀,트러블,"저자극,선물용","붉은 기를 달래주는 판테놀 성분을 담은 앰플입니다. 물처럼 묽은 제형으로 복합성에 맞게 설계했고, 은은한 허브 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P080,레티놀 탄력 아이크림,포레스트힐,아이크림,31500,30ml,모든 피부,레티놀,탄력,"선물용,가성비","잔주름 관리에 쓰는 레티놀 성분을 담은 아이크림입니다. 꾸덕한 제형으로 모든 피부에 맞게 설계했고, 무향에 가까운 순한 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P081,판테놀 탄력 크림,물빛연구소,크림,34400,50ml,건성,판테놀,탄력,대용량,"붉은 기를 달래주는 판테놀 성분을 담은 크림입니다. 산뜻한 제형으로 건성에 맞게 설계했고, 옅은 시트러스 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P082,녹차 브라이트닝 선크림,미니멀스킨,선크림,34000,50ml,건성,녹차,미백,"남성용,비건,선물용","산뜻하게 정돈해주는 녹차 성분을 담은 선크림입니다. 촉촉하게 감싸는 제형으로 건성에 맞게 설계했고, 은은한 허브 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P083,어성초 탄력 마스크팩,라온셀,마스크팩,17400,20매,지성,어성초,탄력,가성비,"열감을 식혀주는 어성초 성분을 담은 마스크팩입니다. 가볍게 스미는 제형으로 지성에 맞게 설계했고, 옅은 시트러스 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P084,나이아신아마이드 수분 토너,순수담,토너,27400,150ml,복합성,나이아신아마이드,수분,"저자극,임산부,남성용","칙칙한 기를 덜어주는 나이아신아마이드 성분을 담은 토너입니다. 산뜻한 제형으로 복합성에 맞게 설계했고, 무향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P085,레티놀 탄력 세럼,피부일기,세럼,26900,50ml,모든 피부,레티놀,탄력,여행용,"잔주름 관리에 쓰는 레티놀 성분을 담은 세럼입니다. 가볍게 스미는 제형으로 모든 피부에 맞게 설계했고, 은은한 허브 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P086,콜라겐 탄력 로션,그린포레,로션,23200,100ml,민감성,콜라겐,탄력,"대용량,임산부,저자극,선물용","탄력을 채워주는 콜라겐 성분을 담은 로션입니다. 산뜻한 제형으로 민감성에 맞게 설계했고, 무향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P087,병풀 시카 선크림,청담수,선크림,26900,50ml,모든 피부,병풀,진정,"남성용,선물용","예민해진 피부를 진정시키는 병풀 성분을 담은 선크림입니다. 촉촉하게 감싸는 제형으로 모든 피부에 맞게 설계했고, 무향에 가까운 순한 향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P088,어성초 수분 미스트,피부일기,미스트,17100,120ml,복합성,어성초,수분,"여행용,선물용","열감을 식혀주는 어성초 성분을 담은 미스트입니다. 산뜻한 제형으로 복합성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P089,비타민C 링클 선크림,허브노트,선크림,36000,60ml,민감성,비타민C,주름,"남성용,임산부","맑은 결을 만들어주는 비타민C 성분을 담은 선크림입니다. 가볍게 스미는 제형으로 민감성에 맞게 설계했고, 은은한 허브 향입니다. 주름 고민이 있을 때 눈가가 덜 접힌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P090,콜라겐 트러블 미스트,모이스트랩,미스트,32300,120ml,모든 피부,콜라겐,트러블,"임산부,선물용,여행용","탄력을 채워주는 콜라겐 성분을 담은 미스트입니다. 촉촉하게 감싸는 제형으로 모든 피부에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P091,쌀겨 트러블 마스크팩,포레스트힐,마스크팩,21200,30매,지성,쌀겨,트러블,"비건,대용량","묵은 각질을 부드럽게 녹이는 쌀겨 성분을 담은 마스크팩입니다. 꾸덕한 제형으로 지성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P092,쌀겨 트러블 에센스,물빛연구소,에센스,26400,50ml,건성,쌀겨,트러블,"가성비,임산부,남성용","묵은 각질을 부드럽게 녹이는 쌀겨 성분을 담은 에센스입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 은은한 허브 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P093,콜라겐 포어 토너,포레스트힐,토너,32700,150ml,민감성,콜라겐,모공,"남성용,임산부","탄력을 채워주는 콜라겐 성분을 담은 토너입니다. 꾸덕한 제형으로 민감성에 맞게 설계했고, 은은한 허브 향입니다. 모공 고민이 있을 때 결이 정돈된 느낌이 든다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P094,어성초 시카 클렌징폼,그린포레,클렌징폼,27800,120ml,건성,어성초,진정,"여행용,남성용,선물용","열감을 식혀주는 어성초 성분을 담은 클렌징폼입니다. 산뜻한 제형으로 건성에 맞게 설계했고, 옅은 시트러스 향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P095,세라마이드 브라이트닝 클렌징폼,청담수,클렌징폼,14600,120ml,모든 피부,세라마이드,미백,"임산부,가성비,선물용","피부 장벽을 채워주는 세라마이드 성분을 담은 클렌징폼입니다. 촉촉하게 감싸는 제형으로 모든 피부에 맞게 설계했고, 무향에 가까운 순한 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P096,레티놀 브라이트닝 클렌징오일,데일리랩,클렌징오일,24400,150ml,모든 피부,레티놀,미백,"여행용,선물용","잔주름 관리에 쓰는 레티놀 성분을 담은 클렌징오일입니다. 꾸덕한 제형으로 모든 피부에 맞게 설계했고, 무향에 가까운 순한 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P097,레티놀 트러블 로션,모이스트랩,로션,27600,150ml,복합성,레티놀,트러블,"남성용,가성비,비건,선물용","잔주름 관리에 쓰는 레티놀 성분을 담은 로션입니다. 촉촉하게 감싸는 제형으로 복합성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P098,녹차 필링 에센스,미니멀스킨,에센스,63300,100ml,건성,녹차,각질,"여행용,남성용,비건","산뜻하게 정돈해주는 녹차 성분을 담은 에센스입니다. 가볍게 스미는 제형으로 건성에 맞게 설계했고, 은은한 허브 향입니다. 각질 고민이 있을 때 겉돌던 게 없어졌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P099,프로폴리스 포어 클렌징오일,청담수,클렌징오일,26500,150ml,모든 피부,프로폴리스,모공,선물용,"영양을 채워주는 프로폴리스 성분을 담은 클렌징오일입니다. 산뜻한 제형으로 모든 피부에 맞게 설계했고, 무향입니다. 모공 고민이 있을 때 결이 정돈된 느낌이 든다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P100,녹차 트러블 에센스,모이스트랩,에센스,33500,100ml,민감성,녹차,트러블,남성용,"산뜻하게 정돈해주는 녹차 성분을 담은 에센스입니다. 산뜻한 제형으로 민감성에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P101,약산성 아미노산 브라이트닝 로션,물빛연구소,로션,30800,150ml,지성,약산성 아미노산,미백,"선물용,남성용,가성비","당김 없이 씻어내는 약산성 아미노산 성분을 담은 로션입니다. 젤 같은 제형으로 지성에 맞게 설계했고, 옅은 시트러스 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P102,세라마이드 필링 토너,순수담,토너,28600,150ml,건성,세라마이드,각질,가성비,"피부 장벽을 채워주는 세라마이드 성분을 담은 토너입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 각질 고민이 있을 때 겉돌던 게 없어졌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P103,비타민C 탄력 에센스,미니멀스킨,에센스,30800,80ml,모든 피부,비타민C,탄력,"가성비,비건,선물용","맑은 결을 만들어주는 비타민C 성분을 담은 에센스입니다. 산뜻한 제형으로 모든 피부에 맞게 설계했고, 은은한 허브 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P104,콜라겐 시카 선크림,라온셀,선크림,45300,50ml,민감성,콜라겐,진정,여행용,"탄력을 채워주는 콜라겐 성분을 담은 선크림입니다. 꾸덕한 제형으로 민감성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P105,쌀겨 수분 에센스,데일리랩,에센스,29500,80ml,지성,쌀겨,수분,대용량,"묵은 각질을 부드럽게 녹이는 쌀겨 성분을 담은 에센스입니다. 물처럼 묽은 제형으로 지성에 맞게 설계했고, 무향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P106,세라마이드 필링 클렌징오일,순수담,클렌징오일,28500,150ml,건성,세라마이드,각질,"대용량,남성용,저자극","피부 장벽을 채워주는 세라마이드 성분을 담은 클렌징오일입니다. 젤 같은 제형으로 건성에 맞게 설계했고, 은은한 허브 향입니다. 각질 고민이 있을 때 겉돌던 게 없어졌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P107,알로에 포어 마스크팩,그린포레,마스크팩,21600,10매,건성,알로에,모공,"여행용,가성비,선물용","수분을 오래 붙잡아두는 알로에 성분을 담은 마스크팩입니다. 젤 같은 제형으로 건성에 맞게 설계했고, 옅은 시트러스 향입니다. 모공 고민이 있을 때 결이 정돈된 느낌이 든다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P108,세라마이드 링클 에센스,물빛연구소,에센스,32100,100ml,건성,세라마이드,주름,"대용량,남성용,비건","피부 장벽을 채워주는 세라마이드 성분을 담은 에센스입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 무향입니다. 주름 고민이 있을 때 눈가가 덜 접힌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P109,쌀겨 브라이트닝 클렌징폼,물빛연구소,클렌징폼,32900,150ml,모든 피부,쌀겨,미백,"임산부,대용량,선물용","묵은 각질을 부드럽게 녹이는 쌀겨 성분을 담은 클렌징폼입니다. 산뜻한 제형으로 모든 피부에 맞게 설계했고, 은은한 허브 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P110,알로에 트러블 세럼,데일리랩,세럼,29100,50ml,건성,알로에,트러블,"임산부,선물용","수분을 오래 붙잡아두는 알로에 성분을 담은 세럼입니다. 가볍게 스미는 제형으로 건성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P111,나이아신아마이드 브라이트닝 세럼,모이스트랩,세럼,55700,50ml,민감성,나이아신아마이드,미백,남성용,"칙칙한 기를 덜어주는 나이아신아마이드 성분을 담은 세럼입니다. 젤 같은 제형으로 민감성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P112,어성초 포어 에센스,피부일기,에센스,67500,50ml,지성,어성초,모공,비건,"열감을 식혀주는 어성초 성분을 담은 에센스입니다. 가볍게 스미는 제형으로 지성에 맞게 설계했고, 옅은 시트러스 향입니다. 모공 고민이 있을 때 결이 정돈된 느낌이 든다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P113,약산성 아미노산 탄력 클렌징오일,청담수,클렌징오일,31500,150ml,복합성,약산성 아미노산,탄력,저자극,"당김 없이 씻어내는 약산성 아미노산 성분을 담은 클렌징오일입니다. 촉촉하게 감싸는 제형으로 복합성에 맞게 설계했고, 옅은 시트러스 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P114,병풀 필링 클렌징폼,모이스트랩,클렌징폼,33200,120ml,지성,병풀,각질,"대용량,선물용","예민해진 피부를 진정시키는 병풀 성분을 담은 클렌징폼입니다. 물처럼 묽은 제형으로 지성에 맞게 설계했고, 옅은 시트러스 향입니다. 각질 고민이 있을 때 겉돌던 게 없어졌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P115,비타민C 트러블 클렌징오일,미니멀스킨,클렌징오일,20400,150ml,복합성,비타민C,트러블,"남성용,선물용","맑은 결을 만들어주는 비타민C 성분을 담은 클렌징오일입니다. 젤 같은 제형으로 복합성에 맞게 설계했고, 은은한 허브 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P116,알로에 트러블 크림,물빛연구소,크림,39800,50ml,건성,알로에,트러블,"남성용,임산부,대용량","수분을 오래 붙잡아두는 알로에 성분을 담은 크림입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P117,나이아신아마이드 탄력 앰플,포레스트힐,앰플,38200,50ml,모든 피부,나이아신아마이드,탄력,비건,"칙칙한 기를 덜어주는 나이아신아마이드 성분을 담은 앰플입니다. 산뜻한 제형으로 모든 피부에 맞게 설계했고, 옅은 시트러스 향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P118,히알루론산 브라이트닝 아이크림,피부일기,아이크림,30500,20ml,모든 피부,히알루론산,미백,"여행용,남성용","속당김을 잡아주는 히알루론산 성분을 담은 아이크림입니다. 꾸덕한 제형으로 모든 피부에 맞게 설계했고, 무향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P119,콜라겐 트러블 마스크팩,허브노트,마스크팩,37400,10매,민감성,콜라겐,트러블,"저자극,가성비,임산부","탄력을 채워주는 콜라겐 성분을 담은 마스크팩입니다. 가볍게 스미는 제형으로 민감성에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P120,녹차 시카 앰플,라온셀,앰플,83700,50ml,모든 피부,녹차,진정,"가성비,여행용,비건","산뜻하게 정돈해주는 녹차 성분을 담은 앰플입니다. 물처럼 묽은 제형으로 모든 피부에 맞게 설계했고, 무향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P121,녹차 수분 토너,청담수,토너,28000,150ml,지성,녹차,수분,"비건,선물용","산뜻하게 정돈해주는 녹차 성분을 담은 토너입니다. 젤 같은 제형으로 지성에 맞게 설계했고, 은은한 허브 향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P122,프로폴리스 브라이트닝 선크림,순수담,선크림,29500,60ml,건성,프로폴리스,미백,"임산부,저자극","영양을 채워주는 프로폴리스 성분을 담은 선크림입니다. 산뜻한 제형으로 건성에 맞게 설계했고, 무향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P123,녹차 시카 에센스,모이스트랩,에센스,38800,80ml,모든 피부,녹차,진정,"대용량,임산부","산뜻하게 정돈해주는 녹차 성분을 담은 에센스입니다. 산뜻한 제형으로 모든 피부에 맞게 설계했고, 옅은 시트러스 향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P124,알로에 필링 마스크팩,라온셀,마스크팩,19200,30매,건성,알로에,각질,"여행용,임산부","수분을 오래 붙잡아두는 알로에 성분을 담은 마스크팩입니다. 꾸덕한 제형으로 건성에 맞게 설계했고, 옅은 시트러스 향입니다. 각질 고민이 있을 때 겉돌던 게 없어졌다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P125,병풀 수분 에센스,청담수,에센스,31400,100ml,복합성,병풀,수분,"남성용,비건,임산부","예민해진 피부를 진정시키는 병풀 성분을 담은 에센스입니다. 산뜻한 제형으로 복합성에 맞게 설계했고, 무향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P126,판테놀 시카 마스크팩,데일리랩,마스크팩,18600,30매,지성,판테놀,진정,"임산부,선물용","붉은 기를 달래주는 판테놀 성분을 담은 마스크팩입니다. 꾸덕한 제형으로 지성에 맞게 설계했고, 은은한 허브 향입니다. 진정 고민이 있을 때 붉은 기가 빨리 가라앉는다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P127,어성초 브라이트닝 아이크림,순수담,아이크림,70600,30ml,복합성,어성초,미백,대용량,"열감을 식혀주는 어성초 성분을 담은 아이크림입니다. 촉촉하게 감싸는 제형으로 복합성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P128,세라마이드 수분 크림,피부일기,크림,38700,60ml,민감성,세라마이드,수분,가성비,"피부 장벽을 채워주는 세라마이드 성분을 담은 크림입니다. 젤 같은 제형으로 민감성에 맞게 설계했고, 무향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P129,약산성 아미노산 브라이트닝 클렌징폼,데일리랩,클렌징폼,14800,150ml,지성,약산성 아미노산,미백,"임산부,선물용","당김 없이 씻어내는 약산성 아미노산 성분을 담은 클렌징폼입니다. 가볍게 스미는 제형으로 지성에 맞게 설계했고, 은은한 허브 향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P130,콜라겐 트러블 앰플,물빛연구소,앰플,42100,50ml,건성,콜라겐,트러블,임산부,"탄력을 채워주는 콜라겐 성분을 담은 앰플입니다. 물처럼 묽은 제형으로 건성에 맞게 설계했고, 은은한 허브 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P131,어성초 트러블 앰플,순수담,앰플,32700,50ml,지성,어성초,트러블,"여행용,저자극","열감을 식혀주는 어성초 성분을 담은 앰플입니다. 가볍게 스미는 제형으로 지성에 맞게 설계했고, 무향에 가까운 순한 향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P132,콜라겐 탄력 크림,순수담,크림,36700,60ml,건성,콜라겐,탄력,저자극,"탄력을 채워주는 콜라겐 성분을 담은 크림입니다. 가볍게 스미는 제형으로 건성에 맞게 설계했고, 무향입니다. 탄력 고민이 있을 때 탱탱한 느낌이 오래간다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P133,약산성 아미노산 브라이트닝 토너,데일리랩,토너,42200,300ml,복합성,약산성 아미노산,미백,"여행용,선물용,비건","당김 없이 씻어내는 약산성 아미노산 성분을 담은 토너입니다. 촉촉하게 감싸는 제형으로 복합성에 맞게 설계했고, 무향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P134,히알루론산 트러블 미스트,순수담,미스트,30900,120ml,모든 피부,히알루론산,트러블,"임산부,남성용","속당김을 잡아주는 히알루론산 성분을 담은 미스트입니다. 물처럼 묽은 제형으로 모든 피부에 맞게 설계했고, 무향입니다. 트러블 고민이 있을 때 올라오던 게 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P135,비타민C 브라이트닝 세럼,포레스트힐,세럼,44300,50ml,지성,비타민C,미백,"선물용,비건","맑은 결을 만들어주는 비타민C 성분을 담은 세럼입니다. 젤 같은 제형으로 지성에 맞게 설계했고, 무향입니다. 미백 고민이 있을 때 얼굴이 한 톤 밝아 보인다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
P136,쌀겨 수분 크림,바른결,크림,31900,80ml,건성,쌀겨,수분,"비건,선물용","묵은 각질을 부드럽게 녹이는 쌀겨 성분을 담은 크림입니다. 젤 같은 제형으로 건성에 맞게 설계했고, 무향입니다. 수분 고민이 있을 때 속건조가 덜하다는 이야기를 많이 듣습니다. 아침저녁 세안 뒤 적당량을 덜어 사용하세요."
